社会　歴史,,
48の内容の一つ、日本は何を認めるか。,領事裁判権(治外法権),
48の内容の一つ、どこの港を開港したか。,横浜、神戸、新潟、函館、長崎,
48の締結後に閉鎖された港はどこか。,下田,
★48は、アメリカ以外にどこの国と結んだか。(4カ国),英蘭(オランダ)露仏(フランス),
★この頃の輸出相手国の割合が一番高い国はどこか。,イギリス,
輸出品は何が一番多かったか。(入試にはグラフで出るかも),生糸,
輸入品は何が一番多かったか。(同じくグラフで出るかも),(生糸を加工した)織物,
58より、日本の産業は(発展/衰退)したと考えられる。(同上),衰退(した),
天皇を尊び、外国を打ち払う方,尊皇攘夷,
★60の考えだった藩,水戸藩,
61の藩士らが処罰された事件(1859),安政の大獄,
62で処刑された国学者,吉田松陰,
62を行った人物,井伊直弼,
62を行う一年前に64が行ったこと,日米修好通商条約を締結,
62や65による不満により、64が暗殺されたこと(1860),桜田門外の変,
64の役職,大老,
倒幕に対抗するために幕府と朝廷が合体したこと,公武合体政策,
68により、尊王攘夷派の批判は(高まった/収まった)。,高まった,
★69の理由,幕府が朝廷を使ったから,
尊王攘夷派だった代表的な藩を2つ答えなさい。,薩摩藩・長州藩(順不同),
1862年に起きた事件,生麦事件,
72は、( )藩の藩士が( )人を殺害したことである。,薩摩、イギリス,
72の事件に反発した国と加害者の藩の間で起きた戦争(1863),薩英戦争,
下関で1864年に起きた砲撃事件,四国連合艦隊下関砲撃事件,
76は、( )藩が下関で( )を砲撃したことによって四国が起こした。,長州、外国船,
76の傍線部、「四国」をすべて答えなさい,英蘭(オランダ)米仏(フランス),
72や77はどちらも日本が(勝利した/敗北した),敗北した,
78により、倒幕勢力は「尊王攘夷」から何に方針を変えたか。,尊王倒幕,
79のために71の2藩が結んだ同盟,薩長同盟,
80は誰が仲介して実現したか。,坂本龍馬,
この時の2藩の代表者は誰か。,薩:西郷隆盛(さいごうたかもり)、長:木戸孝允(きどたかよし),
80により倒幕の中心になった4藩を4字で答えなさい。,薩長土肥,
★仲が悪かった71の2藩が和解に至った理由,薩摩が武器を輸入できるから。,
1867年、明治天皇に15代将軍が政権返上をしたこと,大政奉還(二条城で行なった),
「15代将軍」は誰か。,徳川慶喜,
天皇を中心とする新政府を作ることを内外に示したこと,王政復古の大号令,
元幕府の人間が政治を続けることを反対した人物(3人),西郷・大久保利通・岩倉具視,
87に反発した幕府側(★主に会津)の人間が始めた戦争,戊辰戦争,
★89の始まりの戦い,鳥羽・伏見の戦い,
89の終わりの戦い,五稜郭の戦い,
★91で([人物])を降伏させたことにより、89は終わり、幕府ｵﾜﾀ,榎本武揚(えのもとたけあき),
1868年3月、天皇が神に誓う形で発表したもの,五箇条の御誓文,
93の傍線部、「天皇」は誰のことか。,明治天皇,
93に引き続いて1868年4月に天皇が発表したもの,五榜の掲示,
1868年10月、天皇は( )に遷都した。,東京 (×江戸),
ここまでの、近代的な国造りを目指した一連の改革,明治維新,
「無血開城」に携わった2人を答えなさい。,西郷隆盛・勝海舟(幕府),
1869年、土地や人民を朝廷に返還したこと,版籍奉還,
1871年、藩を廃止し、県を置いたことをなんと言うか。,廃藩置県,
★100を先行して行なった2藩,薩摩藩・長州藩(順不同),
1871年、穢多・非人を平民としたことをなんと言うか。,解放令,
102により、みんなが平等になったことを何と言うか。,四民平等,
102により、国民が自由にできるようになったこと3つ,名字・職業・移住(順不同),
102により、武士はなんと呼ばれるようになったか。,士族,
102により、大名や公家はなんと呼ばれるようになったか。,公家,
102により、農工(職人)商、穢多・非人はなんと呼ばれるようになったか,平民,
1872年、小学校を義務教育にしたことをなんと言うか。,学制,
1873年、対象者に兵役を課したことをなんと言うか。,徴兵令,
109の対象者は、満( )歳以上の(男/女/男女)。,20(歳)、男,
★ただし、109で兵役を行ったのは全体の(8/18/28/38)%。,18%,
1873年、税収の安定を図るために行われたことは何か。,地租改正,
112は、地主に( )を発行し、( )の( )%を( )で納めさせる法。,地券、地価、3%、現金,
112は、地租改正反対( )により、( )%から( )%に下げられた。,一揆、3%、2.5%,
国家の経済を発展させて軍事力の増強を促す政策,富国強兵,
115のための西洋諸国に対抗し、国家の近代化を推進したこと,殖産興業,
116のために国が作り、世界文化遺産に登録された製糸場,富岡製糸場,
117はどこの都道府県に作られたか。,群馬県,
1872年に日本で初めて開通した交通機関,鉄道,
119はどこからどこの間で開通したか。,新橋・横浜間,
西洋の文明が入ってきて、制度や習慣が大きく変化した現象,文明開化 (×花),
★121の有名な歌,"「ざんぎり頭を叩いてみれば
文明開化の音がする」",
「学問ノススメ」を書いた人物,福沢諭吉(一万円札の人),
仏ルソーの「民約訳解」の翻訳などをした人物,中江兆民,
★124の別名,東洋のルソー,
★1872年に前島密が始めた郵便物を送り届ける制度,郵便,
★1869年に東京・横浜間でできた、通信の制度,電信制度,
★( )条例により、( )貨、( )貨、( )貨が発行される,新貨、金、銀、銅,
★1872年、日本初の( )が設置される。,第一国立銀行,
欧米諸国に近づくために1871から約二年間政府が調査したこと,岩倉使節団,
1871年、清と結んだ条約,日清修好条規,
★1874年、日本はどこに出兵したか。,台湾,
1875年にロシアと結んだ条約,樺太・千島交換条約,
133で日本の領土は(樺太/千島)、ロシアは(樺太/千島)となる,日:千島　露:樺太,
朝鮮を武力で開国させようとする考え方,征韓論,
135に賛成した人物(２人),西郷・板垣,
135に反対した人物(３人),岩倉・大久保・伊藤,
1875年、測量中の日本船が砲撃されたことによって起きた事件,江華島事件,
138を契機に朝鮮と結ばれた条約,日朝修好条規,
139は、(日本/朝鮮)にとって不平等。,朝鮮,
不平等な点は、(日本/朝鮮)に( )がなく、( )を認めさせる点。,朝鮮、関税自主権、領事裁判権(治外法権),
1879年に、( )藩は( )県になる。,琉球(藩)、沖縄(県),
142のことをなんと言うか。,琉球処分,
軍事力を背景に国家などを侵略し、それを推進する思想や政策,帝国主義,
★144のころ、世界で植民地を含めた面積が一番大きかった国,イギリス,
★このころの列強(5カ国),英・米・仏・独(ドイツ)・露,
★アフリカ大陸とアラビア半島の境目(?)に作らせた運河,スエズ運河,
19~20世紀、列強各国により、( )が拡大していった。,植民地,
外国との社交場として明治政府によって建てられた社交場,鹿鳴館(ろくめいかん),
149を作らせた人物,外相井上馨(かおる),
1886年、船が和歌山沖で沈没時、日本人を見殺しにした事件,ノルマントン号事件,
★151で、船長は(３ヶ月監禁/無期懲役/死刑)の判決だった。,3ヶ月監禁,
★152の判決になった理由,不平等条約による領事裁判権があったから。,
1894年、外相( )が、(関税自主権/領事裁判権)を撤廃。,陸奥宗光、領事裁判権,
★154の時にイギリスと結ばれた条約,日英通商航海条約,
1911年、外相( )が、(関税自主権/領事裁判権)を回復。,小村寿(壽)太郎、関税自主権,
[公民]司法権の独立ができるきっかけになった事件(1891),大津事件,
20世紀初頭、ヨーロッパ列強による( )の争奪が起きた。,植民地,
三国同盟の国をすべて答えなさい。,ドイツ、オーストリア、イタリア,
三国協商(連合国)の国をすべて答えなさい。,イギリス、フランス、ロシア,
159と160の対立によって起こった戦争(1914〜1918),第一次世界大戦,
161の引き金となった事件(1914),サラエボ事件,
162はどこで起きたか。,バルカン半島,
★163は別名でなんと呼ばれるか。,ヨーロッパの火薬庫,
163は( )皇太子を( )青年が暗殺したことである。,オーストリア、セルビア人,
1902年にイギリスと結んだ軍事同盟,日英同盟,
166の目的は、東アジアの( )権益の獲得と、( )の支配強化,ドイツ、中華民国,
支配強化について、日本が中国に対して出した要求(1915),二十一か条の要求,
支配強化について、日本は( )の租借期間を延長させた。,南満州鉄道,
(´･ε`･ )ﾓｰ一回 すべての人が平等だとする考え方,社会主義,
1917年にロシアで起きた革命,ロシア革命,
171は、民衆が蜂起し、( )が主導して起きた。,レーニン,
171の結果11月に出来た政権(3月には★臨時政府),ソビエト政権,
1918年、170を広めようとする173に対して出兵したこと,シベリア出兵,
★174の結果、173は(勝利した/敗北した)。,勝利した,
175によりできた国,ソビエト社会主義共和国連邦(ソ連),
第一次世界大戦により日本の景気が良くなったこと,大戦景気,
177によりお金持ちになった民衆,成金,
174によるコメの買い占めで起きた騒動(1918),米騒動,
179はどこから始まったか。,富山県,
1918年、( )が降伏したことにより、三国(同盟/協商)はｵﾜﾀｰ,ドイツ、同盟,
181より、第一次世界大戦に勝利したのは三国(同盟/協商),協商,
第一次世界大戦の講和会議,パリ講和会議,
183で結ばれた条約,ベルサイユ条約,
184でドイツは( )の一部を取られ、賠償金の支払いを命じられる,領土,
★賠償金は、今の日本の国家予算の(5/15/25/35)倍,15(倍),
★186でドイツに広がった物価が持続的に上昇する経済現象,インフレ,
平和維持のために1920年に開いた国際機関,国際連盟,
189の設立を推進した人物,ウィルソン大統領,
★190が提唱した平和原則,平和原則十四ヶ条(十四か条の平和原則),
190の常任理事国(4カ国),英仏伊日,
190に参加しなかった国(3カ国),アメリカ(議会の反対)、ドイツ(金ない)、ソ連(社会主義),
1921年に開かれた会議,ワシントン会議,
193で、( )は廃止された。,日英同盟,
193で、日本は( )の縮小と( )の独立を認めさせられた。,海軍、中国,
民族が外部の命令によらず、自分たちで国の政治を決めること,民族自決,
196の影響で、(アジア・アフリカ/アフリカ・ヨーロッパ)で( )が増加,アジア・アフリカ、独立運動,
朝鮮で起きた197と起きた年月日,三・一独立運動、1919年3月1日,
中国(中華民国)で起きた197と起きた年月日,五・四運動、1919年5月4日,
インドで独立運動を推進した人物,ガンジー(ガンディー),
200の人物が宣言したこと,非暴力・不服従,
1912年7月、( )天皇が( )し、( )天皇が即位する。,明治(天皇)、崩御、大正(天皇),
主権の所在を問わず、人民多数のための政治を強調する主義,民本主義,
203を提唱した人物,吉野作造,
203は、( )実現のための理論的武器になった。,普通選挙,
米騒動のあと、( )首相の( )による初の本格的な( )内閣が完成,原敬、立憲政友会、政党(内閣),
★206の人物は( )で暗殺される。,東京駅,
大正時代の民主主義を目指す思想,大正デモクラシー,
民主主義を目指すために行われた一回目の運動(1912),第一次護憲運動,
207のあと、1925年に起きた運動,第二次護憲運動,
★210によりできた内閣の首相は誰か。,加藤高明,
211の内閣が作った法律で、普通選挙を認める法律,普通選挙法,
212で選挙権を得られる人はどんな人か。,25歳以上のすべての男子,
211の内閣が作った法律で、社会主義を取り締まる法律は何か,治安維持法,
えた・ひにんの名残によって、差別されること,部落差別,
216をなくすために1922年に結成された団体,全国水平社,
女性の権利獲得のために結成された団体,青鞜社(せいとうしゃ),
217を結成した人物,平塚らいてう,
農民が、地主に対して小作料の減免などを求めて起こした争議,小作争議,
労働者が自らの労働条件の向上を目指して行う様々な活動,労働争議,
★北海道の原住民がこの頃起こした運動,アイヌの民族運動,
,,
「言論で変える」ことを目的に1874年に提出された文書,民撰議院設立建白書,
222を提出した人物,板垣退助,
223が広めた国民が政治に参加する権利の確立を目指す運動,自由民権運動,
「武力で変える」ことを目的に1877年に起こった戦い,西南戦争,
225は誰が中心となって起きたか。,西郷隆盛,
1880年、国会解説を訴えるために出来た団体は何か。,国会期成同盟,
1881年に結成した政党と結成した人物をそれぞれ答えなさい。,自由党、板垣退助,
1882年に結成した政党と結成した人物をそれぞれ答えなさい。,立憲改進党、大熊重信,
★北海道で起きた、開拓使官有物を売却しようとした事件,開拓使官有物払い下げ事件,
★230に関係しているとして罷免された人物,大熊重信,
1885年に出来た制度,内閣制度,
初代内閣総理大臣,伊藤博文,
★233は(ヨーロッパ/アメリカ)に留学して君主権を( )から学んだ。,ヨーロッパ、ドイツ(プロイセン),
1889年に発布された憲法,大日本帝国憲法,
235の発布年月日,1889年2月11日(建国記念の日),
236で、天皇は何と同じ定められているか。(第３条),神,
236で、天皇は議会の協力を得て、( )権を行う。(第５条),立法(権),
236で、天皇は(国民/軍隊/貴族)を統帥する。(第11条),軍隊,
236で、国民は(自由に/法律の範囲内で)言論できる(第29条),法律の範囲内で,
236で、(憲法改正/法律の改正)は(議会で/天皇が)行う(第57条),法律の改正、天皇が,
帝国議会の天皇に任命された議員などからなる院,貴族院,
帝国議会の選挙で選ばれた議員からなる院,衆議院,
242・243の2つで構成される制度,二院制,
243の選挙の選挙権を得られるのはどんな人か。,25歳以上の直接国税15円以上を納める男子,
★1890年の最初の選挙では(民党/吏党)が過半数を占めた。,民党,
★246は、( )政治を攻撃し、政党の影響力が(増した/減った),藩閥(政治)、増した,
★「忠君愛国(ちゅうくんあいこく)」を基本とし、教育の拠り所にされたもの(1890),教育勅語,
★248は誰が出したか。,(明治)天皇,
★「忠君愛国」とは何か。,上は絶対、国に尽くせ！,
1894年、東学を信仰する農民団体が朝鮮南部で放棄したこと,甲午農民戦争,
251が引き金となって起こった戦争,日清戦争,
252に勝ったことで日本は何を得たか。,2億テールの賠償金、台湾、遼東半島,
253で得た土地で、後に清に変換した土地,遼東半島,
なぜ253を返すはめになったか。,露独仏に返還するよう命令されたから。,
255の出来事をなんと言うか。,三国干渉,
257に日本は応じたか。,(仕方なく)応じた。,
252で敗北した清はその後どうなったか。,列強諸国に分割された,
1899年~1900年に群衆と軍隊が北京の各国公使館を包囲したこと,義和団事件,
1902年に英国とロシアとの衝突に備えるために結んだ同盟,日英同盟,
1904年の日露両軍の激しい消耗戦ののち、停戦した戦争,日露戦争,
1905年に結ばれた262の終戦の条約,ポーツマス条約,
263はどの国が仲介して成立したか。,アメリカ,
263の内容に不満を募らせた民衆が起こした暴動,日比谷焼き打ち事件,
満州での利権を独占した会社,南満州鉄道株式会社,
漢民族の独立と近代国家を目指す三民主義を唱えた人物,孫文,
268が中心となって起きた革命(1911),辛亥革命,
269の翌年(1912)にできた国,中華民国,
三民主義の内容を答えなさい。,民族、民権、民生,
「たけくらべ」「にごりえ」などを書いた女性文学の第一人者,樋口一葉(五千円札の人),
★「小説神髄」という小説の書き方を説明した書物を書いた人物,坪内逍遙(つぼうちしょうよう),
「キミシニタモウコトナカレ」や短歌を書いた人物,与謝野晶子,
★274の人物は鎌倉のあるものの歌を書いた。あるものとは何か。,鎌倉大仏(高徳院),
★「浮雲」などを書いた人物,二葉亭四迷(ふたばていしめい),
★276の人物の書いた文の特徴,「言文一致体」の文章で分かりやすい。,
「吾輩は猫である」「坊っちゃん」などを書いた人物,夏目漱石,
★「舞姫」「高瀬舟」などを書いた人物,森鴎外,
★272、274は何の前後の作家か。,日清戦争,
★278、279は何の前後の作家か。,日露戦争,
★280は、( )を重んじる( )主義である。,個性、ロマン(主義),
★281は、社会の( )を直視する( )主義が主流である。,現実、自然(主義),
★日本の美術の復興に努めた人物(2名),フェノロサ・岡倉天心,
★「老猿」などのヨーロッパの写実的な技法を取り入れた作家,高村光雲,
★フランスに留学し印象派の明るい画風で「湖畔」を書いた作家,黒田清輝,
★「無我」などの日本画を書いた人物。,横山大観,
★288と一緒に日本の美術を切り開いた人物,狩野芳崖,
「荒城の月」「花」などを作曲した人物,滝廉太郎,
1907年に義務教育の期間が( )年から( )年になった。,4年、6年,
黄熱病の研究に携わった人物,野口英世(千円札の人),
破傷風血清療法を発見した人物,北里柴三郎,
